sales_month,naics_code,kind_of_business,reason_for_null,sales
"2000-02-01","445","Food and beverage stores",,33507
"2000-02-01","4451","Grocery stores",,30515
"2000-02-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"2000-02-01","4453","Beer, wine, and liquor stores",,1976
"2000-02-01","446","Health and personal care stores",,12151
"2000-02-01","44611","Pharmacies and drug stores",,10132
"2000-02-01","447","Gasoline stations",,18294
"2000-02-01","448","Clothing and clothing access. stores",,11170
"2000-02-01","4481","Clothing stores",,7470
"2000-02-01","44811","Men's clothing stores",,611
"2000-02-01","44812","Women's clothing stores",,1991
"2000-02-01","44814","Family clothing stores",,3627
"2000-02-01","44819","Other clothing stores","Not Available",
"2000-02-01","4482","Shoe stores",,1587
"2000-02-01","44831","Jewelry stores",,1979
"2000-02-01","451","Sporting goods, hobby, musical instrument, and book stores",,4527
"2000-02-01","45111","Sporting goods stores",,1681
"2000-02-01","45112","Hobby, toy, and game stores",,1002
"2000-02-01","451211","Book stores",,1090
"2000-02-01","452","General merchandise stores",,27165
"2000-02-01","4521","Department stores",,15413
"2000-02-01","452111","Department stores(excl. discount department stores)",,6335
"2000-02-01","452112","Discount dept. stores",,9078
"2000-02-01","4529","Other general merchandise stores",,11752
"2000-02-01","45291","Warehouse clubs and superstores",,9472
"2000-02-01","45299","All other gen. merchandise stores",,2280
"2000-02-01","453","Miscellaneous store retailers",,8873
"2000-02-01","4532","Office supplies, stationery, and gift stores",,3346
"2000-02-01","45321","Office supplies and stationery stores",,1977
"2000-02-01","45322","Gift, novelty, and souvenir stores",,1369
"2000-02-01","45330","Used merchandise stores",,872
"2000-02-01","454","Nonstore retailers",,14212
"2000-02-01","4541","Electronic shopping and mail-order houses",,8074
"2000-02-01","45431","Fuel dealers",,2988
"2000-02-01","722","Food services and drinking places",,23493
"2000-02-01","7224","Drinking places",,1251
"2000-02-01","7225","Restaurants and other eating places",,20158
"2000-02-01","722511","Full service restaurants",,10482
"2000-02-01","722513, 722514, 722515","Limited service eating places",,9676
"2000-02-01",,"Retail and food services sales, total",,250580
"2000-02-01",,"GAFO(1)",,60334
"2000-02-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,160195
"2000-02-01",,"Retail sales, total",,227087
"2000-02-01",,"Retail sales and food services excl motor vehicle and parts",,183688
"2000-02-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,165394
"2000-02-01",,"Retail sales and food services excl gasoline stations",,232286
"2000-03-01","441","Motor vehicle and parts dealers",,75067
"2000-03-01","4411","Automobile dealers",,64815
"2000-03-01","4411, 4412","Automobile and other motor vehicle dealers",,69456
"2000-03-01","44111","New car dealers",,59381
"2000-03-01","44112","Used car dealers",,5434
"2000-03-01","4413","Automotive parts, acc., and tire stores",,5611
"2000-03-01","442","Furniture and home furnishings stores",,7622
"2000-03-01","442, 443","Furniture, home furn, electronics, and appliance stores",,14999
"2000-03-01","4421","Furniture stores",,4363
"2000-03-01","4422","Home furnishings stores",,3259
"2000-03-01","44221","Floor covering stores",,1709
"2000-03-01","442299","All other home furnishings stores","Not Available",
"2000-03-01","443","Electronics and appliance stores",,7377
"2000-03-01","443141","Household appliance stores",,1013
"2000-03-01","443142","Electronics stores",,6364
"2000-03-01","444","Building mat. and garden equip. and supplies dealers",,19956
"2000-03-01","4441","Building mat. and supplies dealers",,17061
"2000-03-01","44412","Paint and wallpaper stores","Not Available",
"2000-03-01","44413","Hardware stores",,1312
"2000-03-01","445","Food and beverage stores",,36459
"2000-03-01","4451","Grocery stores",,33216
"2000-03-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"2000-03-01","4453","Beer, wine, and liquor stores",,2190
"2000-03-01","446","Health and personal care stores",,12957
"2000-03-01","44611","Pharmacies and drug stores",,10818
"2000-03-01","447","Gasoline stations",,20819
"2000-03-01","448","Clothing and clothing access. stores",,12841
"2000-03-01","4481","Clothing stores",,9283
"2000-03-01","44811","Men's clothing stores",,707
"2000-03-01","44812","Women's clothing stores",,2670
"2000-03-01","44814","Family clothing stores",,4460
"2000-03-01","44819","Other clothing stores","Not Available",
"2000-03-01","4482","Shoe stores",,1901
"2000-03-01","44831","Jewelry stores",,1500
"2000-03-01","451","Sporting goods, hobby, musical instrument, and book stores",,5122
"2000-03-01","45111","Sporting goods stores",,2065
"2000-03-01","45112","Hobby, toy, and game stores",,1106
"2000-03-01","451211","Book stores",,1031
"2000-03-01","452","General merchandise stores",,31168
"2000-03-01","4521","Department stores",,17867
"2000-03-01","452111","Department stores(excl. discount department stores)",,7339
"2000-03-01","452112","Discount dept. stores",,10528
"2000-03-01","4529","Other general merchandise stores",,13301
"2000-03-01","45291","Warehouse clubs and superstores",,10742
"2000-03-01","45299","All other gen. merchandise stores",,2559
"2000-03-01","453","Miscellaneous store retailers",,9011
"2000-03-01","4532","Office supplies, stationery, and gift stores",,3402
"2000-03-01","45321","Office supplies and stationery stores",,2029
"2000-03-01","45322","Gift, novelty, and souvenir stores",,1373
"2000-03-01","45330","Used merchandise stores",,852
"2000-03-01","454","Nonstore retailers",,15318
"2000-03-01","4541","Electronic shopping and mail-order houses",,9425
"2000-03-01","45431","Fuel dealers",,2289
"2000-03-01","722","Food services and drinking places",,25798
"2000-03-01","7224","Drinking places",,1414
"2000-03-01","7225","Restaurants and other eating places",,22082
"2000-03-01","722511","Full service restaurants",,11410
"2000-03-01","722513, 722514, 722515","Limited service eating places",,10672
"2000-03-01",,"Retail sales and food services excl motor vehicle and parts",,204448
"2000-03-01",,"Retail sales and food services excl gasoline stations",,258696
"2000-03-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,183629
"2000-03-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,178650
"2000-03-01",,"Retail and food services sales, total",,279515
"2000-03-01",,"Retail sales, total",,253717
"2000-03-01",,"GAFO(1)",,67532
"2000-04-01","441","Motor vehicle and parts dealers",,65986
"2000-04-01","4411","Automobile dealers",,56524
"2000-04-01","4411, 4412","Automobile and other motor vehicle dealers",,60834
"2000-04-01","44111","New car dealers",,51683
"2000-04-01","44112","Used car dealers",,4841
"2000-04-01","4413","Automotive parts, acc., and tire stores",,5152
"2000-04-01","442","Furniture and home furnishings stores",,7134
"2000-04-01","442, 443","Furniture, home furn, electronics, and appliance stores",,13845
"2000-04-01","4421","Furniture stores",,4032
"2000-04-01","4422","Home furnishings stores",,3102
"2000-04-01","44221","Floor covering stores",,1563
"2000-04-01","442299","All other home furnishings stores","Not Available",
"2000-04-01","443","Electronics and appliance stores",,6711
"2000-04-01","443141","Household appliance stores",,962
"2000-04-01","443142","Electronics stores",,5749
"2000-04-01","444","Building mat. and garden equip. and supplies dealers",,20044
"2000-04-01","4441","Building mat. and supplies dealers",,16665
"2000-04-01","44412","Paint and wallpaper stores","Not Available",
"2000-04-01","44413","Hardware stores",,1425
"2000-04-01","445","Food and beverage stores",,36321
"2000-04-01","4451","Grocery stores",,33004
"2000-04-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"2000-04-01","4453","Beer, wine, and liquor stores",,2132
"2000-04-01","446","Health and personal care stores",,12427
"2000-04-01","44611","Pharmacies and drug stores",,10458
"2000-04-01","447","Gasoline stations",,19768
"2000-04-01","448","Clothing and clothing access. stores",,13124
"2000-04-01","4481","Clothing stores",,9420
"2000-04-01","44811","Men's clothing stores",,759
"2000-04-01","44812","Women's clothing stores",,2706
"2000-04-01","44814","Family clothing stores",,4525
"2000-04-01","44819","Other clothing stores","Not Available",
"2000-04-01","4482","Shoe stores",,2005
"2000-04-01","44831","Jewelry stores",,1560
"2000-04-01","451","Sporting goods, hobby, musical instrument, and book stores",,4937
"2000-04-01","45111","Sporting goods stores",,1991
"2000-04-01","45112","Hobby, toy, and game stores",,1136
"2000-04-01","451211","Book stores",,975
"2000-04-01","452","General merchandise stores",,31170
"2000-04-01","4521","Department stores",,18184
"2000-04-01","452111","Department stores(excl. discount department stores)",,7351
"2000-04-01","452112","Discount dept. stores",,10833
"2000-04-01","4529","Other general merchandise stores",,12986
"2000-04-01","45291","Warehouse clubs and superstores",,10509
"2000-04-01","45299","All other gen. merchandise stores",,2477
"2000-04-01","453","Miscellaneous store retailers",,8336
"2000-04-01","4532","Office supplies, stationery, and gift stores",,3109
"2000-04-01","45321","Office supplies and stationery stores",,1736
"2000-04-01","45322","Gift, novelty, and souvenir stores",,1373
"2000-04-01","45330","Used merchandise stores",,812
"2000-04-01","454","Nonstore retailers",,13093
"2000-04-01","4541","Electronic shopping and mail-order houses",,8409
"2000-04-01","45431","Fuel dealers",,1741
"2000-04-01","722","Food services and drinking places",,25366
"2000-04-01","7224","Drinking places",,1291
"2000-04-01","7225","Restaurants and other eating places",,21836
"2000-04-01","722511","Full service restaurants",,11187
"2000-04-01","722513, 722514, 722515","Limited service eating places",,10649
"2000-04-01",,"Retail sales, total",,239051
"2000-04-01",,"Retail and food services sales, total",,264417
"2000-04-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,178663
"2000-04-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,173065
"2000-04-01",,"GAFO(1)",,66185
"2000-04-01",,"Retail sales and food services excl motor vehicle and parts",,198431
"2000-04-01",,"Retail sales and food services excl gasoline stations",,244649
"2000-05-01","441","Motor vehicle and parts dealers",,73050
"2000-05-01","4411","Automobile dealers",,62467
"2000-05-01","4411, 4412","Automobile and other motor vehicle dealers",,67449
"2000-05-01","44111","New car dealers",,57481
"2000-05-01","44112","Used car dealers",,4986
"2000-05-01","4413","Automotive parts, acc., and tire stores",,5601
"2000-05-01","442","Furniture and home furnishings stores",,7635
"2000-05-01","442, 443","Furniture, home furn, electronics, and appliance stores",,14614
"2000-05-01","4421","Furniture stores",,4256
"2000-05-01","4422","Home furnishings stores",,3379
"2000-05-01","44221","Floor covering stores",,1719
"2000-05-01","442299","All other home furnishings stores","Not Available",
"2000-05-01","443","Electronics and appliance stores",,6979
"2000-05-01","443141","Household appliance stores",,1108
"2000-05-01","443142","Electronics stores",,5871
"2000-05-01","444","Building mat. and garden equip. and supplies dealers",,23003
"2000-05-01","4441","Building mat. and supplies dealers",,18953
"2000-05-01","44412","Paint and wallpaper stores","Not Available",
"2000-05-01","44413","Hardware stores",,1593
"2000-05-01","445","Food and beverage stores",,37627
"2000-05-01","4451","Grocery stores",,34085
"2000-05-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"2000-05-01","4453","Beer, wine, and liquor stores",,2357
"2000-05-01","446","Health and personal care stores",,13237
"2000-05-01","44611","Pharmacies and drug stores",,11110
"2000-05-01","447","Gasoline stations",,21214
"2000-05-01","448","Clothing and clothing access. stores",,13735
"2000-05-01","4481","Clothing stores",,9496
"2000-05-01","44811","Men's clothing stores",,770
"2000-05-01","44812","Women's clothing stores",,2810
"2000-05-01","44814","Family clothing stores",,4577
"2000-05-01","44819","Other clothing stores","Not Available",
"2000-05-01","4482","Shoe stores",,1962
"2000-05-01","44831","Jewelry stores",,2126
"2000-05-01","451","Sporting goods, hobby, musical instrument, and book stores",,5239
"2000-05-01","45111","Sporting goods stores",,2187
"2000-05-01","45112","Hobby, toy, and game stores",,1072
"2000-05-01","451211","Book stores",,1104
"2000-05-01","452","General merchandise stores",,32968
"2000-05-01","4521","Department stores",,18976
"2000-05-01","452111","Department stores(excl. discount department stores)",,7680
"2000-05-01","452112","Discount dept. stores",,11296
"2000-05-01","4529","Other general merchandise stores",,13992
"2000-05-01","45291","Warehouse clubs and superstores",,11339
"2000-05-01","45299","All other gen. merchandise stores",,2653
"2000-05-01","453","Miscellaneous store retailers",,9043
