full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"William McMillan","William","McMillan",,,,,,,"1764-03-02","M","M000571",,407563,,"William McMillan (congressman)","Q2579966","kg:/m/0czh9d",18038,,,,,,,,,,
"John Nicholas","John","Nicholas",,,,,,,,"M","N000084",,412171,6911,"John Nicholas (congressman)","Q1701213","kg:/m/09z86x",18938,,,,,,,,,,
"Abraham Nott","Abraham","Nott",,,,,,,"1768-02-05","M","N000161",,408242,6979,"Abraham Nott","Q330433","kg:/m/0265r27",19034,,,,,,,,,,
"Robert Page","Robert","Page",,,,,,,"1765-02-04","M","P000021",,408432,7159,"Robert Page (Virginia politician)","Q1485195","kg:/m/0266psb",19307,,,,,,,,,,
"Josiah Parker","Josiah","Parker",,,,,,,"1751-05-11","M","P000065",,408475,7199,"Josiah Parker","Q1708657","kg:/m/09l1j7",19354,,,,,,,,,,
"Thomas Pinckney","Thomas","Pinckney",,,,,,,"1750-10-23","M","P000357",,408754,7458,"Thomas Pinckney","Q881165","kg:/m/01v37g",19721,,,,,,,,,,
"Jonas Platt","Jonas","Platt",,,,,,,"1769-06-30","M","P000381",,408775,7481,"Jonas Platt","Q1486836","kg:/m/0g6nk4",19750,,,,,,,,,,
"Leven Powell","Leven","Powell",,,,,,,,"M","P000482",,408867,7573,"Leven Powell","Q137858","kg:/m/027c67n",19877,,,,,,,,,,
"Theodore Sedgwick","Theodore","Sedgwick",,,,,,,"1746-05-09","M","S000222",,409727,8344,"Theodore Sedgwick","Q331209","kg:/m/01stb3",21411,,,,,,,,,,
"Samuel Sewall","Samuel","Sewall",,,,,,,"1757-12-11","M","S000259",,409760,8376,"Samuel Sewall (congressman)","Q1712522","kg:/m/074jb2",21457,,,,,,,,,,
"Richard Dobbs Spaight","Richard","Spaight","Dobbs",,,,,,"1758-03-25","M","S000693",,410164,8756,"Richard Dobbs Spaight","Q878563","kg:/m/02j2bh",21994,,,,,,,,,,
"George Thatcher","George","Thatcher",,,,,,,"1754-04-12","M","T000141",,410723,9268,"George Thatcher","Q961579","kg:/m/06dfhc",22804,,,,,,,,,,
"John Chew Thomas","John","Thomas","Chew",,,,,,"1764-10-15","M","T000173",,410754,9299,"John Chew Thomas","Q577114","kg:/m/0glxmt",22840,,,,,,,,,,
"Richard Thomas","Richard","Thomas",,,,,,,"1744-12-30","M","T000183",,410764,9308,"Richard Thomas (Pennsylvania)","Q7329439","kg:/m/0265_h3",22856,,,,,,,,,,
"Robert Waln","Robert","Waln",,,,,,,"1765-02-22","M","W000094",,411273,9779,"Robert Waln","Q7350826","kg:/m/0266468",23325,,,,,,,,,,
"Dwight Foster","Dwight","Foster",,,,,,,"1757-12-07","M","F000301",,404250,3303,"Dwight Foster (1757–1823)","Q456298","kg:/m/08w9bc",13352,,,,,,,,,,
"William Hindman","William","Hindman",,,,,,,"1743-04-01","M","H000629",,405486,4441,"William Hindman","Q5806411","kg:/m/04htg_",15063,,,,,,,,,,
"Gouverneur Morris","Gouverneur","Morris",,,,,,,"1752-01-31","M","M000976",,407944,6703,"Gouverneur Morris","Q714960","kg:/m/027tww",18552,,,,,,,,,,
"John Bacon","John","Bacon",,,,,,,"1738-04-05","M","B000017",,401022,325,"John Bacon (Massachusetts)","Q1244688","kg:/m/02pnldz",8794,,,,,,,,,,
"John Bird","John","Bird",,,,,,,"1768-11-22","M","B000477",,401458,722,"John Bird (New York)","Q868289","kg:/m/0260xj3",9395,,,,,,,,,,
"Thomas Boude","Thomas","Boude",,,,,,,"1752-05-17","M","B000660",,401622,877,"Thomas Boude","Q7787759","kg:/m/027lktd",9639,,,,,,,,,,
"John Breckinridge","John","Breckinridge",,,,,,,"1760-12-02","M","B000787",,401744,994,"John Breckinridge (U.S. Attorney General)","Q959976","kg:/m/0184mx",,,,,,,,,,,
"Samuel Jordan Cabell","Samuel","Cabell","Jordan",,,,,,"1756-12-15","M","C000005",,402167,1380,"Samuel Jordan Cabell","Q82462","kg:/m/04h048",10448,,,,,,,,,,
"John Ewing Colhoun","John","Colhoun","Ewing",,,,,,,"M","C000627",,402756,1939,"John E. Colhoun","Q1699879","kg:/m/0d05wz",,,,,,,,,,,
"Thomas Terry Davis","Thomas","Davis","Terry",,,,,,,"M","D000138",,412031,2413,"Thomas Terry Davis","Q2427593","kg:/m/026643w",12004,,,,,,,,,,
"Christopher Ellery","Christopher","Ellery",,,,,,,"1768-11-01","M","E000114",,403805,2903,"Christopher Ellery","Q447135","kg:/m/0d2r5z",,,,,,,,,,,
"Lucas Conrad Elmendorf","Lucas","Elmendorf","Conrad",,,,,,,"M","E000153",,403844,2941,"Lucas Elmendorf","Q1873063","kg:/m/0260v_n",12782,,,,,,,,,,
"Paul Fearing","Paul","Fearing",,,,,,,"1762-02-28","M","F000054",,404014,,"Paul Fearing","Q1278451","kg:/m/0czh91",13033,,,,,,,,,,
"Abiel Foster","Abiel","Foster",,,,,,,"1735-08-08","M","F000297",,404246,3299,"Abiel Foster","Q320910","kg:/m/03_fmd",13346,,,,,,,,,,
"Thomas Marston Greene","Thomas","Greene","Marston",,,,,,"1758-02-26","M","G000428",,404776,,"Thomas M. Green Jr.","Q2425959","kg:/m/04gqgf0",14108,,,,,,,,,,
"William Barry Grove","William","Grove","Barry",,,,,,"1764-01-15","M","G000502",,404847,3859,"William Barry Grove","Q2577976","kg:/m/04f8nb",14195,,,,,,,,,,
"Archibald Henderson","Archibald","Henderson",,,,,,,"1768-08-07","M","H000475",,405338,4303,"Archibald Henderson (politician)","Q633176","kg:/m/0kt898",14870,,,,,,,,,,
"William Henry Hill","William","Hill","Henry",,,,,,"1767-05-01","M","H000611",,405470,4426,"William Henry Hill (North Carolina)","Q1650242","kg:/m/09v612",15040,,,,,,,,,,
"Narsworthy Hunter","Narsworthy","Hunter",,,,,,,,"M","H000986",,412054,,"Narsworthy Hunter","Q1965415","kg:/m/02z2l7v",15497,,,,,,,,,,
"George Jackson","George","Jackson",,,,,,,"1757-01-09","M","J000012",,405919,4850,"George Jackson (Virginia politician)","Q1507645","kg:/m/07w2x0",15707,,,,,,,,,,
"James Jackson","James","Jackson",,,,,,,"1757-09-21","M","J000017",,405923,4854,"James Jackson (Georgia politician)","Q357646","kg:/m/086n88",15714,,,,,,,,,,
"Charles Johnson","Charles","Johnson",,,,,,,,"M","J000123",,412057,4946,"Charles Johnson (North Carolina)","Q1065087","kg:/m/09v5w7",15848,,,,,,,,,,
"William Jones","William","Jones",,,,,,,,"M","J000258",,406150,5066,"William Jones (statesman)","Q926113","kg:/m/028vf7",16019,,,,,,,,,,
"Silas Lee","Silas","Lee",,,,,,,"1760-07-03","M","L000204",,406707,5568,"Silas Lee","Q2285671","kg:/m/0261td3",16849,,,,,,,,,,
"Levi Lincoln","Levi","Lincoln",,,,,,,"1749-05-15","M","L000316",,406809,5668,"Levi Lincoln Sr.","Q720568","kg:/m/02y3s7",16985,,,,,,,,,,
"George Logan","George","Logan",,,,,,,"1753-09-09","M","L000401",,406892,5744,"George Logan","Q5541811","kg:/m/060v2g",,,,,,,,,,,
"Ebenezer Mattoon","Ebenezer","Mattoon",,,,,,,"1755-08-19","M","M000259",,407277,6089,"Ebenezer Mattoon","Q1278664","kg:/m/0dy172",17643,,,,,,,,,,
"Lewis Richard Morris","Lewis","Morris","Richard",,,,,,"1760-11-02","M","M000983",,407951,6710,"Lewis R. Morris","Q1822150","kg:/m/0266jm2",18559,,,,,,,,,,
"Thomas Morris","Thomas","Morris",,,,,,,"1771-02-26","M","M000988",,407956,6715,"Thomas Morris (New York politician)","Q2426193","kg:/m/02682tb",18565,,,,,,,,,,
"John Peter Gabriel Muhlenberg","John","Muhlenberg","Peter Gabriel",,,,,,"1746-10-01","M","M001066",,408032,6784,"Peter Muhlenberg","Q4382323","kg:/m/01h4lz",18661,,,,,,,,,,
"Aaron Ogden","Aaron","Ogden",,,,,,,"1756-12-03","M","O000041",,408324,7029,"Aaron Ogden","Q302436","kg:/m/070cr1",,,,,,,,,,,
"Simeon Olcott","Simeon","Olcott",,,,,,,"1735-10-01","M","O000060",,408335,7048,"Simeon Olcott","Q2287091","kg:/m/0d4dhm",,,,,,,,,,,
"Joseph Peirce","Joseph","Peirce",,,,,,,"1748-06-25","M","P000190",,408594,7308,"Joseph Peirce","Q1246445","kg:/m/027cwr8",19511,,,,,,,,,,
"Elias Perkins","Elias","Perkins",,,,,,,"1767-04-05","M","P000231",,408634,7344,"Elias Perkins","Q1329117","kg:/m/0f81q4",19565,,,,,,,,,,
"Nathan Read","Nathan","Read",,,,,,,"1759-07-02","M","R000093",,409073,7764,"Nathan Read","Q1669682","kg:/m/0261tm1",20198,,,,,,,,,,
"John Rutledge","John","Rutledge",,,"Jr.",,,,,"M","R000553",,409509,8153,"John Rutledge Jr.","Q1701634","kg:/m/0265r3z",20761,,,,,,,,,,
"James Sheafe","James","Sheafe",,,,,,,"1755-11-16","M","S000312",,409810,8423,"James Sheafe","Q1681092","kg:/m/0d6zvq",21524,,,,,,,,,,
"William Shepard","William","Shepard",,,,,,,"1737-12-01","M","S000330",,409827,8440,"William Shepard","Q2580542","kg:/m/0261t46",21547,,,,,,,,,,
"Josiah Smith","Josiah","Smith",,,,,,,"1738-02-26","M","S000582",,410063,8662,"Josiah Smith","Q1708662","kg:/m/0261kqs",21854,,,,,,,,,,
"Richard, Jr. Sprigg","Richard,","Sprigg","Jr.",,,,,,,"M","S000752",,412180,8810,"Richard Sprigg Jr.","Q576826","kg:/m/0b42mb",22067,,,,,,,,,,
"John Stratton","John","Stratton",,,,,,,"1769-08-19","M","S000994",,410452,9014,"John Stratton (Virginia politician)","Q940006","kg:/m/027sqbj",22369,,,,,,,,,,
"Benjamin Taliaferro","Benjamin","Taliaferro",,,,,,,,"M","T000025",,410614,9165,"Benjamin Taliaferro","Q817706","kg:/m/0g1tj1",22663,,,,,,,,,,
"Thomas Tillinghast","Thomas","Tillinghast",,,,,,,"1742-08-21","M","T000273",,410846,9385,"Thomas Tillinghast","Q670919","kg:/m/02pp9gj",22964,,,,,,,,,,
"Uriah Tracy","Uriah","Tracy",,,,,,,"1755-02-02","M","T000348",,410919,9452,"Uriah Tracy","Q650446","kg:/m/04sc1l",23062,,,,,,,,,,
"George Baxter Upham","George","Upham","Baxter",,,,,,"1768-12-27","M","U000022",,411045,9567,"George B. Upham","Q1506917","kg:/m/02ppnyt",20857,,,,,,,,,,
"John Peter Van Ness","John","Van Ness","Peter",,,,,,,"M","V000049",,411091,9625,"John Peter Van Ness","Q2370227","kg:/m/0260w10",20934,,,,,,,,,,
"Benjamin Walker","Benjamin","Walker",,,,,,,,"M","W000046",,411226,9735,"Benjamin Walker (New York)","Q1446684","kg:/m/02q6b7x",23271,,,,,,,,,,
"Robert Williams","Robert","Williams",,,,,,,,"M","W000534",,412118,10176,"Robert Williams (North Carolina politician)","Q2159211","kg:/m/04fs05",23849,,,,,,,,,,
"Henry Woods","Henry","Woods",,,,,,,,"M","W000722",,411874,10352,"Henry Woods (Pennsylvania)","Q13219863","kg:/m/0266hwb",24079,,,,,,,,,,
"William Plumer","William","Plumer",,,,,,,"1759-06-25","M","P000393",,408787,7493,"William Plumer","Q132185","kg:/m/04jvdg",,,,,,,,,,,
"Theodorus Bailey","Theodorus","Bailey",,,,,,,"1758-10-12","M","B000049",,401054,351,"Theodorus Bailey (politician)","Q2418845","kg:/m/06zgzk",8836,,,,,,,,,,
"Simeon Baldwin","Simeon","Baldwin",,,,,,,"1761-12-14","M","B000097",,401099,392,"Simeon Baldwin","Q1290741","kg:/m/01z_rm",8899,,,,,,,,,,
"Walter Bowie","Walter","Bowie",,,,,,,,"M","B000697",,401659,911,"Walter Bowie","Q576779","kg:/m/0glxr7",9686,,,,,,,,,,
"Phineas Bruce","Phineas","Bruce",,,,,,,"1762-06-07","M","B000970",,401922,1156,"Phineas Bruce","Q2088353","kg:/m/02rjy1r",10032,,,,,,,,,,
"Thomas Claiborne","Thomas","Claiborne",,,,,,,"1749-02-01","M","C000406",,402545,1739,"Thomas Claiborne (1749–1812)","Q2423017","kg:/m/054btk",10960,,,,,,,,,,
"Manasseh Cutler","Manasseh","Cutler",,,,,,,"1742-05-13","M","C001026",,403133,2287,"Manasseh Cutler (representative)","Q1513958","kg:/m/078n3h",11733,,,,,,,,,,
"John Dennis","John","Dennis",,,,,,,"1771-12-17","M","D000243",,403381,2501,"John Dennis (1771–1806)","Q2695487","kg:/m/0cszwl",12132,,,,,,,,,,
"Thomas Dwight","Thomas","Dwight",,,,,,,"1758-10-29","M","D000583",,403686,2801,"Thomas Dwight (politician)","Q1692947","kg:/m/0g91v_",12550,,,,,,,,,,
"John Baylis Earle","John","Earle","Baylis",,,,,,"1766-10-23","M","E000008",,403704,2814,"John B. Earle","Q1699201","kg:/m/02vn_x3",12612,,,,,,,,,,
"James Gillespie","James","Gillespie",,,,,,,,"M","G000196",,412152,3594,"James Gillespie (politician)","Q974466","kg:/m/04glyk",13812,,,,,,,,,,
"Thomas Griffin","Thomas","Griffin",,,,,,,,"M","G000467",,404812,3826,"Thomas Griffin (politician)","Q2424334","kg:/m/027sn73",14154,,,,,,,,,,
"Gaylord Griswold","Gaylord","Griswold",,,,,,,"1767-12-18","M","G000482",,404827,3840,"Gaylord Griswold","Q2913240","kg:/m/0268jct",14172,,,,,,,,,,
"Samuel Hammond","Samuel","Hammond",,,,,,,"1757-09-21","M","H000133",,405015,4012,"Samuel Hammond","Q2218348","kg:/m/0g3lyw",14449,,,,,,,,,,
"Wade Hampton","Wade","Hampton",,,,,,,,"M","H000140",,405022,4019,"Wade Hampton I","Q266695","kg:/m/0fckcm",14456,,,,,,,,,,
"Daniel Hiester","Daniel","Hiester",,,,,,,"1747-06-25","M","H000570",,405432,4390,"Daniel Hiester","Q1203858","kg:/m/0498nv",14991,,,,,,,,,,
"John Hoge","John","Hoge",,,,,,,"1760-09-10","M","H000695",,405548,4498,"John Hoge","Q6239524","kg:/m/027lkk4",15143,,,,,,,,,,
"Samuel Hunt","Samuel","Hunt",,,,,,,"1765-07-08","M","H000976",,405820,4748,"Samuel Hunt (New Hampshire)","Q1276208","kg:/m/02rl4ff",15485,,,,,,,,,,
"Simon Larned","Simon","Larned",,,,,,,"1753-08-03","M","L000097",,406604,5477,"Simon Larned","Q2287657","kg:/m/02rjzd0",16715,,,,,,,,,,
"Thomas Lewis","Thomas","Lewis",,,,,,,,"M","L000294",,412064,5649,"Thomas Lewis, Jr.","Q1311499","kg:/m/07yz26",16959,,,,,,,,,,
"Thomas Lowndes","Thomas","Lowndes",,,,,,,"1766-01-22","M","L000482",,406970,5814,"Thomas Lowndes (congressman)","Q2425864","kg:/m/033dvv",17195,,,,,,,,,,
"Samuel Maclay","Samuel","Maclay",,,,,,,"1741-06-17","M","M000029",,407057,5890,"Samuel Maclay","Q2218628","kg:/m/08nl9z",17363,,,,,,,,,,
"Andrew McCord","Andrew","McCord",,,,,,,,"M","M000359",,412166,6172,"Andrew McCord","Q723180","kg:/m/0269qq_",17773,,,,,,,,,,
"Nahum Mitchell","Nahum","Mitchell",,,,,,,"1769-02-12","M","M000824",,407799,6571,"Nahum Mitchell","Q1963764","kg:/m/02rl49n",18364,,,,,,,,,,
"James Mott","James","Mott",,,,,,,"1739-01-18","M","M001039",,408006,6760,"James Mott (New Jersey)","Q1680861","kg:/m/0262rs8",18627,,,,,,,,,,
"Beriah Palmer","Beriah","Palmer",,,,,,,,"M","P000036",,408446,7173,"Beriah Palmer","Q1972930","kg:/m/026j1w4",19323,,,,,,,,,,
"John Paterson","John","Paterson",,,,,,,,"M","P000101",,408509,7230,"John Paterson (New York politician)","Q3388847","kg:/m/026bzk",19398,,,,,,,,,,
"Oliver Phelps","Oliver","Phelps",,,,,,,"1749-10-21","M","P000298",,408698,7403,"Oliver Phelps","Q7087756","kg:/m/02h5nk",19644,,,,,,,,,,
"Thomas Plater","Thomas","Plater",,,,,,,"1769-05-09","M","P000378",,408772,7478,"Thomas Plater","Q895790","kg:/m/07612x",19747,,,,,,,,,,
"Samuel John Potter","Samuel","Potter","John",,,,,,"1753-06-29","M","P000468",,408854,7559,"Samuel J. Potter","Q431949","kg:/m/0d1ybr",,,,,,,,,,,
"Samuel Dinsmore Purviance","Samuel","Purviance","Dinsmore",,,,,,"1774-01-07","M","P000577",,408960,7658,"Samuel D. Purviance","Q2218126","kg:/m/09vj8y",19997,,,,,,,,,,
"Thomson Joseph Skinner","Thomson","Skinner","Joseph",,,,,,"1752-05-24","M","S000471",,409961,8563,"Thomson J. Skinner","Q2428699","kg:/m/0bgnk4",21727,,,,,,,,,,
"Israel Smith","Israel","Smith",,,,,,,"1759-04-04","M","S000557",,410039,8639,"Israel Smith","Q328445","kg:/m/08lb80",21824,,,,,,,,,,
"John Smith","John","Smith",,,,,,,,"M","S000567",,410048,8645,"John Smith (Ohio Senator)","Q541460","kg:/m/02r2h7",,,,,,,,,,,
"John Stewart","John","Stewart",,,,,,,,"M","S000912",,412107,8938,"John Stewart (Pennsylvania)","Q13219831","kg:/m/0266jdj",22265,,,,,,,,,,
"Samuel Thatcher","Samuel","Thatcher",,,,,,,"1776-07-01","M","T000143",,410725,9271,"Samuel Thatcher","Q1558755","kg:/m/0kt6ym",22806,,,,,,,,,,
"George Tibbits","George","Tibbits",,,,,,,"1763-01-14","M","T000262",,410836,9376,"George Tibbits","Q1508356","kg:/m/0g6p4n",22952,,,,,,,,,,
"John Johns Trigg","John","Trigg","Johns",,,,,,,"M","T000370",,410939,9470,"John Johns Trigg","Q1683567","kg:/m/08063k",23087,,,,,,,,,,
"Isaac Van Horne","Isaac","Van Horne",,,,,,,"1754-01-13","M","V000045",,411089,9621,"Isaac Van Horne","Q13219845","kg:/m/027l3t7",20930,,,,,,,,,,
"Abraham Bedford Venable","Abraham","Venable","Bedford",,,,,,"1758-11-20","M","V000083",,411139,9658,"Abraham B. Venable","Q329740","kg:/m/08hxzf",20975,,,,,,,,,,
"Samuel White","Samuel","White",,,,,,,,"M","W000392",,411552,10043,"Samuel White (U.S. politician)","Q443094","kg:/m/05rqrq",,,,,,,,,,,
"Lemuel Williams","Lemuel","Williams",,,,,,,"1747-06-18","M","W000526",,411683,10169,"Lemuel Williams","Q1470256","kg:/m/0261tjm",23840,,,,,,,,,,
"John Armstrong","John","Armstrong",,,"Jr.",,,,"1758-11-25","M","A000282",,400922,233,"John Armstrong Jr.","Q1381657","kg:/m/02j18m",8656,,,,,,,,,,
"Benjamin Howland","Benjamin","Howland",,,,,,,"1755-07-27","M","H000870",,405717,4656,"Benjamin Howland","Q432864","kg:/m/0d1yg7",,,,,,,,,,,
"Andrew Moore","Andrew","Moore",,,,,,,,"M","M000891",,407863,6625,"Andrew Moore (politician)","Q506358","kg:/m/08j3vb",18452,,,,,,,,,,
"Nathaniel Alexander","Nathaniel","Alexander",,,,,,,"1756-03-05","M","A000100",,400758,88,"Nathaniel Alexander (governor)","Q888330","kg:/m/02j24n",8397,,,,,,,,,,
"Isaac Anderson","Isaac","Anderson",,,,,,,"1760-11-23","M","A000191",,400846,169,"Isaac Anderson (congressman)","Q6075856","kg:/m/026py1w",8521,,,,,,,,,,
"John Archer","John","Archer",,,,,,,"1741-05-05","M","A000272",,400911,222,"John Archer (Maryland)","Q2119983","kg:/m/08vgxp",8643,,,,,,,,,,
"Abraham Baldwin","Abraham","Baldwin",,,,,,,"1754-11-22","M","B000084",,401086,379,"Abraham Baldwin","Q329766","kg:/m/02myz5",8884,,,,,,,,,,
"George Michael Bedinger","George","Bedinger","Michael",,,,,,"1756-12-10","M","B000301",,401294,571,"George M. Bedinger","Q1507809","kg:/m/02rhgnk",9165,,,,,,,,,,
"Silas Betton","Silas","Betton",,,,,,,"1768-08-26","M","B000425",,401411,679,"Silas Betton","Q374166","kg:/m/027cgwx",9327,,,,,,,,,,
"Phanuel Bishop","Phanuel","Bishop",,,,,,,"1739-09-03","M","B000488",,401469,733,"Phanuel Bishop","Q2084938","kg:/m/0261t6m",9408,,,,,,,,,,
"Joseph Bryan","Joseph","Bryan",,,,,,,"1773-08-18","M","B000989",,401941,1174,"Joseph Bryan","Q1706694","kg:/m/0g3lp6",10053,,,,,,,,,,
"Levi Casey","Levi","Casey",,,,,,,,"M","C000226",,412140,1575,"Levi Casey (politician)","Q1821849","kg:/m/02vzs0g",10739,,,,,,,,,,
"Christopher Henderson Clark","Christopher","Clark","Henderson",,,,,,,"M","C000424",,402563,1756,"Christopher H. Clark","Q74355","kg:/m/07_6c9",10982,,,,,,,,,,
"Frederick Conrad","Frederick","Conrad",,,,,,,,"M","C000704",,402829,2005,"Frederick Conrad","Q5497567","kg:/m/026pyj9",11336,,,,,,,,,,
"Leonard Covington","Leonard","Covington",,,,,,,"1768-10-30","M","C000817",,402935,2099,"Leonard Covington","Q576801","kg:/m/03b0_j",11478,,,,,,,,,,
"William Dickson","William","Dickson",,,,,,,"1770-05-05","M","D000333",,403451,2583,"William Dickson (congressman)","Q1654107","kg:/m/09vxkg",12241,,,,,,,,,,
"Theodore Dwight","Theodore","Dwight",,,,,,,"1764-12-15","M","D000582",,403685,2800,"Theodore Dwight (elder)","Q1364108","kg:/m/0bk88b",12549,,,,,,,,,,
"Peter Early","Peter","Early",,,,,,,"1773-06-20","M","E000014",,403710,2819,"Peter Early","Q2074623","kg:/m/0f9m2s",12619,,,,,,,,,,
"Caleb Ellis","Caleb","Ellis",,,,,,,"1767-04-16","M","E000130",,403821,2919,"Caleb Ellis","Q657500","kg:/m/027ctsz",12756,,,,,,,,,,
"Ebenezer Elmer","Ebenezer","Elmer",,,,,,,"1752-08-23","M","E000154",,403845,2942,"Ebenezer Elmer","Q1278633","kg:/m/07bhg6",12783,,,,,,,,,,
"James Fenner","James","Fenner",,,,,,,"1771-01-22","M","F000074",,404032,3104,"James Fenner","Q880519","kg:/m/0bjmgh",,,,,,,,,,,
"John Fowler","John","Fowler",,,,,,,,"M","F000322",,404271,3324,"John Fowler (politician)","Q1700097","kg:/m/012bpp",13378,,,,,,,,,,
"Calvin Goddard","Calvin","Goddard",,,,,,,"1768-07-17","M","G000248",,404610,3639,"Calvin Goddard (politician)","Q1027656","kg:/m/0f75b8",13877,,,,,,,,,,
"Roger Griswold","Roger","Griswold",,,,,,,"1762-05-21","M","G000488",,404833,3846,"Roger Griswold","Q680830","kg:/m/0b0xyh",14179,,,,,,,,,,
"Silas Halsey","Silas","Halsey",,,,,,,"1743-10-06","M","H000090",,404972,3972,"Silas Halsey","Q3610119","kg:/m/02682wd",14398,,,,,,,,,,
"John Hamilton","John","Hamilton",,,,,,,"1754-11-25","M","H000111",,404993,3992,"John Hamilton (congressman)","Q13219639","kg:/m/027lkp8",14422,,,,,,,,,,
"John Andre Hanna","John","Hanna","Andre",,,,,,,"M","H000161",,405043,4037,"John A. Hanna","Q6217717","kg:/m/0266j70",14483,,,,,,,,,,
"Seth Hastings","Seth","Hastings",,,,,,,"1762-04-08","M","H000331",,405201,4181,"Seth Hastings","Q2274757","kg:/m/0261krh",14691,,,,,,,,,,
"David Hough","David","Hough",,,,,,,"1753-03-13","M","H000811",,405659,4600,"David Hough (politician)","Q1174770","kg:/m/02rkypv",15285,,,,,,,,,,
"Aaron Kitchell","Aaron","Kitchell",,,,,,,"1744-07-10","M","K000246",,406405,5303,"Aaron Kitchell","Q302196","kg:/m/08z7gq",16384,,,,,,,,,,
"Henry Walter Livingston","Henry","Livingston","Walter",,,,,,,"M","L000367",,406859,5716,"Henry W. Livingston","Q1282034","kg:/m/026hq16",17051,,,,,,,,,,
"Christian Lower","Christian","Lower",,,,,,,"1740-01-07","M","L000478",,406967,5812,"Christian Lower","Q5109863","kg:/m/026pyc4",17189,,,,,,,,,,
"John Baptiste Charles Lucas","John","Lucas","Baptiste Charles",,,,,,"1758-08-14","M","L000492",,406979,5822,"John Baptiste Charles Lucas","Q3170532","kg:/m/026pz2j",17206,,,,,,,,,,
"Patrick Magruder","Patrick","Magruder",,,,,,,,"M","M000057",,407085,5917,"Patrick Magruder","Q709047","kg:/m/043svt",17398,,,,,,,,,,
"Duncan McFarlan","Duncan","McFarlan",,,,,,,,"M","M000437",,412074,6241,"Duncan McFarlan","Q1265433","kg:/m/04ftf1",17873,,,,,,,,,,
"Cowles Mead","Cowles","Mead",,,,,,,"1776-10-18","M","M000614",,407603,6393,"Cowles Mead","Q970707","kg:/m/0g3vv6",18093,,,,,,,,,,
"David Meriwether","David","Meriwether",,,,,,,"1755-04-10","M","M000649",,407635,6422,"David Meriwether (Georgia)","Q1175651","kg:/m/09v_c8",18137,,,,,,,,,,
"Joseph Hopper Nicholson","Joseph","Nicholson","Hopper",,,,,,"1770-05-15","M","N000100",,408185,6925,"Joseph Hopper Nicholson","Q2655517","kg:/m/07fndm",18957,,,,,,,,,,
"Gideon Olin","Gideon","Olin",,,,,,,"1743-11-02","M","O000067",,408340,7055,"Gideon Olin","Q1523133","kg:/m/026kz1l",19150,,,,,,,,,,
"Thomas Mann Randolph","Thomas","Randolph","Mann",,,,,,"1768-10-01","M","R000051",,409032,7727,"Thomas Mann Randolph Jr.","Q881117","kg:/m/07pt80",20140,,,,,,,,,,
"Peter Sailly","Peter","Sailly",,,,,,,"1754-04-20","M","S000015",,409535,8175,"Peter Sailly","Q2040024","kg:/m/026j1yk",21150,,,,,,,,,,
"Thomas Sandford","Thomas","Sandford",,,,,,,,"M","S000041",,409557,8203,"Thomas Sandford","Q2427032","kg:/m/026svy9",21182,,,,,,,,,,
"Martin Gerretsen Schuneman","Martin","Schuneman","Gerretsen",,,,,,"1764-02-10","M","S000149",,409656,8277,"Martin G. Schuneman","Q1107759","kg:/m/0268j7p",21323,,,,,,,,,,
"Daniel Smith","Daniel","Smith",,,,,,,"1748-10-29","M","S000524",,410007,8608,"Daniel Smith (surveyor)","Q343267","kg:/m/04bv59",,,,,,,,,,,
"John Cotton Smith","John","Smith","Cotton",,,,,,"1765-02-12","M","S000570",,410052,8651,"John Cotton Smith","Q884572","kg:/m/04_gh_",21839,,,,,,,,,,
"O’Brien Smith","O’Brien","Smith",,,,,,,"1784-07-31","M","S000598",,412179,8673,"O'Brien Smith","Q1606683","kg:/m/02rtr1x",21874,,,,,,,,,,
